Date,open,high,low,close,volume
2011-07-29,385.29,388.61,377.56,379.76,9873070
2011-08-01,384.37,384.37,376.73,381.09,6572689
2011-08-02,379.58,384.78,375.42,384.05,7647358
2011-08-03,379.21,383.54,377.53,378.43,6500398
2011-08-04,379.78,381.46,371.55,372.6,6339814
2011-08-05,366.71,366.71,357.31,363.27,12101830
2011-08-08,356.25,365.29,351.8,358.06,10264988
2011-08-09,345.38,357.31,345.38,351.02,15067521
2011-08-10,360.22,362.35,350.89,354.44,8189989
2011-08-11,352.42,360.04,350.89,354.19,5025802
2011-08-12,359.14,359.14,347.67,349.0,7948167
2011-08-16,348.59,354.23,346.16,348.2,5208919
2011-08-17,348.82,355.2,344.46,346.3,6251404
2011-08-18,347.54,348.59,338.04,339.97,7904048
2011-08-19,335.31,338.96,330.84,336.0,9414586
2011-08-22,335.29,348.52,332.81,347.22,7172968
2011-08-23,348.75,354.1,342.86,351.0,8093221
2011-08-24,350.43,352.95,346.76,349.19,5993864
2011-08-25,349.33,352.72,344.12,345.61,9790367
2011-08-26,344.46,346.8,326.58,329.97,9000086
2011-08-29,335.34,348.55,334.08,346.32,8453235
2011-08-30,350.89,365.24,350.43,358.96,15791175
2011-09-02,365.43,373.22,362.1,369.44,15730802
2011-09-05,364.42,366.48,359.12,361.82,9221342
2011-09-06,359.23,378.64,356.16,376.8,14460392
2011-09-07,377.95,386.89,377.81,382.3,14508712
2011-09-08,382.3,394.0,373.59,391.0,16283679
2011-09-09,390.86,393.79,377.81,378.75,13643841
2011-09-12,371.69,377.24,364.76,369.83,8574435
2011-09-13,372.99,378.29,365.45,371.64,11722300
2011-09-14,373.31,380.58,369.32,378.59,9478757
2011-09-15,382.08,384.64,373.15,383.59,9417851
2011-09-16,389.87,389.87,376.57,378.7,12373176
2011-09-19,378.41,380.31,374.09,376.82,5905393
2011-09-20,377.49,391.68,374.42,390.7,8509100
2011-09-21,390.29,390.29,381.75,384.19,7859442
2011-09-22,377.92,379.74,357.77,360.68,12598043
2011-09-23,354.97,363.54,350.47,353.45,17773749
2011-09-26,352.81,353.5,342.88,348.23,12553781
2011-09-27,355.01,367.26,354.1,365.65,10174668
2011-09-28,366.82,369.83,361.94,365.65,11553462
2011-09-29,362.58,372.79,359.81,370.47,14542631
2011-09-30,368.54,377.44,363.5,370.77,16126735
2011-10-03,362.9,366.89,359.65,361.53,9741995
2011-10-04,359.6,362.72,351.0,353.91,12115244
2011-10-05,354.35,356.8,349.39,351.8,9569045
2011-10-07,360.84,370.61,360.01,368.27,9188936
2011-10-10,368.89,381.11,368.87,380.36,6851602
2011-10-11,382.99,385.93,377.26,379.32,7253126
2011-10-12,380.42,390.74,378.89,389.71,7970087
2011-10-13,389.87,393.54,386.25,388.45,8470239
2011-10-14,386.2,398.91,385.97,397.62,8247514
2011-10-17,397.67,398.52,381.23,382.44,10177179
2011-10-18,378.41,379.05,372.14,376.07,8445230
2011-10-19,378.64,387.58,377.99,386.66,5479183
2011-10-20,382.92,385.7,377.03,384.69,4601954
2011-10-21,385.29,389.51,381.2,383.34,4773170
2011-10-24,388.96,391.71,386.91,388.27,4191142
2011-10-25,392.17,404.07,386.27,401.78,10492617
2011-10-28,412.67,414.64,405.51,412.81,11320061
2011-10-31,411.89,412.49,400.22,402.51,7324945
2011-11-01,399.28,402.94,393.36,394.73,7561443
2011-11-02,392.17,404.07,392.17,399.87,6346140
2011-11-03,398.01,407.92,395.84,406.34,7403512
2011-11-04,415.1,415.1,400.26,403.61,8423005
2011-11-08,403.17,405.93,398.36,405.33,4670471
2011-11-09,408.24,409.44,394.99,396.73,5383171
2011-11-11,394.0,407.67,389.92,406.09,10032713
2011-11-14,408.86,410.97,400.42,402.12,7382265
2011-11-15,399.5,402.72,392.74,395.12,4567898
2011-11-16,394.05,394.05,384.07,389.0,6144064
2011-11-17,387.6,389.25,369.81,371.5,11181100
2011-11-18,367.08,372.42,360.98,370.65,10010082
2011-11-21,366.94,366.94,358.45,360.68,8175772
2011-11-22,361.48,368.98,360.79,364.74,8847784
2011-11-23,362.31,362.31,346.67,354.74,10942285
2011-11-24,355.47,356.85,345.45,354.62,12856149
2011-11-25,353.04,353.75,344.46,345.75,7469589
2011-11-28,350.89,360.43,349.76,359.51,5091951
2011-11-29,358.68,358.68,348.2,350.89,9697943
2011-11-30,347.08,359.28,345.43,356.96,9224913
2011-12-01,366.48,371.87,364.74,366.48,9519320
2011-12-02,365.56,373.82,360.77,372.47,9044689
2011-12-05,370.77,372.53,366.18,370.04,6381591
2011-12-07,370.15,375.88,368.41,371.43,7094921
2011-12-08,367.86,370.47,354.14,357.24,8969618
2011-12-09,353.13,353.13,345.24,346.62,10185392
2011-12-12,348.84,349.51,332.08,333.69,10290697
2011-12-13,332.03,342.17,330.7,340.47,10556057
2011-12-14,338.5,345.79,336.39,340.29,10709978
2011-12-15,335.7,346.07,331.85,344.07,13347611
2011-12-16,343.55,387.4,328.43,331.09,11767926
2011-12-19,329.88,339.37,328.02,337.26,9517602
2011-12-20,340.2,340.2,325.29,327.24,11206353
2011-12-21,333.46,345.73,331.48,343.09,9213323
2011-12-22,340.04,348.73,336.21,346.09,9032250
2011-12-23,348.59,353.06,340.52,342.35,7088712
2011-12-26,342.65,350.79,341.96,349.05,4797991
2011-12-27,351.34,352.58,341.87,345.4,6206898
2011-12-28,347.54,347.9,337.29,338.98,5711769
2011-12-29,336.51,338.96,324.37,326.53,11002360
2011-12-30,327.03,330.5,316.03,317.84,13450964
2012-01-02,319.6,325.54,315.18,324.08,8679938
2012-01-03,326.69,333.41,325.82,332.38,9455771
2012-01-04,333.64,335.27,327.19,328.48,8557084
2012-01-05,327.95,332.52,318.37,320.84,13364666
2012-01-06,319.72,332.08,319.54,329.12,9495456
2012-01-09,327.7,327.7,322.2,323.94,8485434
2012-01-10,326.58,338.96,326.58,337.68,9100905
2012-01-11,338.46,345.38,335.52,343.2,9776083
2012-01-12,342.86,345.36,336.02,338.0,6564892
2012-01-13,340.34,344.44,333.96,335.66,9474828
2012-01-16,334.81,334.81,326.12,327.01,8212087
2012-01-17,328.41,341.44,328.41,340.36,10493808
2012-01-18,349.51,361.39,347.7,357.65,18672849
2012-01-19,361.89,365.08,358.73,360.36,11070972
2012-01-20,362.35,366.94,354.12,363.57,14641208
2012-01-23,346.44,357.65,346.39,353.89,13037592
2012-01-24,355.29,363.09,353.36,359.49,10287598
2012-01-25,361.76,364.65,359.05,362.79,7747155
2012-01-27,366.94,379.74,366.48,376.3,11236492
2012-01-30,373.31,375.59,363.36,364.53,9749731
2012-01-31,369.0,376.48,367.58,374.78,12647685
2012-02-01,375.61,382.53,374.28,381.25,7625212
2012-02-02,382.99,386.52,378.02,380.36,9896889
2012-02-03,380.7,385.29,374.12,384.51,9225041
2012-02-06,387.99,389.64,377.99,382.08,8044360
2012-02-07,386.2,391.11,382.65,387.37,9723255
2012-02-08,388.5,396.62,387.58,393.73,7364403
2012-02-09,392.97,394.41,386.48,391.64,8700075
2012-02-10,390.03,394.0,384.37,386.78,6900747
2012-02-13,385.79,393.91,385.74,389.53,7053631
2012-02-14,388.45,392.81,386.66,389.37,6327860
2012-02-15,391.8,392.51,382.1,383.75,14500796
2012-02-16,381.16,381.16,369.09,372.65,12805396
2012-02-17,377.05,379.05,371.62,375.29,16578320
2012-02-21,374.97,389.3,373.87,386.91,16825319
2012-02-22,388.96,393.27,380.75,382.26,11605231
2012-02-23,381.62,389.83,379.14,385.1,8817381
2012-02-24,382.3,386.07,373.59,376.09,8651307
2012-02-27,376.94,378.68,351.05,358.43,12816779
2012-02-28,361.92,367.1,361.3,365.33,10679112
2012-02-29,369.26,379.74,368.84,376.46,12851372
2012-03-01,372.35,375.52,367.44,371.96,5981352
2012-03-02,374.39,375.2,369.58,373.41,5855153
2012-03-05,372.47,373.36,364.3,365.79,6033884
2012-03-06,365.56,371.07,355.01,356.18,16212214
2012-03-07,356.18,356.62,344.46,349.42,13015675
2012-03-09,355.61,357.58,352.81,354.92,7960604
2012-03-12,362.35,368.32,357.63,366.27,6941849
2012-03-13,368.52,377.01,368.45,376.09,7437996
2012-03-14,379.78,380.7,370.01,373.59,8133390
2012-03-15,375.2,376.66,363.91,365.4,9349160
2012-03-16,357.77,365.88,351.96,354.26,11615259
2012-03-19,358.22,359.14,344.51,346.34,7374139
2012-03-20,346.8,351.53,344.14,348.84,4825148
2012-03-21,348.59,354.78,346.34,352.28,6558681
2012-03-22,351.3,353.84,335.75,337.74,13496043
2012-03-23,341.16,343.78,338.55,341.28,12440488
2012-03-26,341.21,341.21,333.46,334.88,10676952
2012-03-27,338.5,338.87,332.58,335.31,12550349
2012-03-28,334.83,337.54,330.47,332.86,8340545
2012-03-29,329.33,334.69,329.33,332.38,11065337
2012-03-30,334.6,345.38,333.5,344.28,7973277
2012-04-02,343.71,344.4,338.98,339.67,5178348
2012-04-03,341.37,349.92,341.37,345.24,8083443
2012-04-04,341.71,347.22,341.0,342.63,5452018
2012-04-09,339.44,343.09,336.71,340.4,5266492
2012-04-10,342.17,342.63,338.55,340.63,3862801
2012-04-11,338.96,338.96,333.13,334.97,7524337
2012-04-12,336.35,341.99,336.35,340.93,5436054
2012-04-13,342.19,349.51,338.27,344.72,6560046
2012-04-16,342.68,345.59,337.58,343.13,4854071
2012-04-17,346.21,346.21,339.58,342.35,6412063
2012-04-18,344.01,347.12,340.66,343.36,6921684
2012-04-19,345.79,345.79,338.73,340.18,8491224
2012-04-20,339.44,339.88,333.91,335.22,6886619
2012-04-23,332.93,342.06,332.17,337.72,10202196
2012-04-24,338.96,339.65,331.94,337.17,7690849
2012-04-25,336.71,340.75,333.94,337.72,6270138
2012-04-26,338.09,343.55,336.48,341.73,7005751
2012-04-27,340.01,342.7,337.81,340.34,5769578
2012-04-30,338.27,343.04,338.27,341.76,5606182
2012-05-02,343.04,344.65,339.42,341.05,5778059
2012-05-03,338.73,341.46,337.19,338.89,3830290
2012-05-04,336.39,339.42,331.16,333.2,7628568
2012-05-07,327.95,331.16,323.41,328.27,9269137
2012-05-08,329.33,329.74,320.61,324.9,7844489
2012-05-09,321.99,324.88,316.97,318.82,7410908
2012-05-10,319.81,324.92,316.74,318.39,6847940
2012-05-11,317.86,322.45,315.71,319.79,6142699
2012-05-14,320.15,322.36,311.23,312.49,8239557
2012-05-15,311.44,315.57,309.19,312.65,7462767
2012-05-16,309.6,313.18,308.71,310.11,6262323
2012-05-17,312.01,316.42,310.89,314.26,7188475
2012-05-18,310.48,319.42,309.6,315.82,4772735
2012-05-21,314.88,321.39,314.65,319.01,4712504
2012-05-22,323.18,323.18,315.91,316.99,5931793
2012-05-23,314.28,316.46,311.69,315.04,5215671
2012-05-24,318.32,321.07,314.7,318.92,4845131
2012-05-25,318.78,318.92,315.82,317.04,6228531
2012-05-28,317.4,322.45,317.4,321.83,5199022
2012-05-29,322.08,325.57,319.95,321.92,6933739
2012-05-30,320.91,325.04,318.85,323.94,7108815
2012-05-31,323.59,338.47,316.79,327.58,18221017
2012-06-01,328.4,329.37,314.79,318.14,8270800
2012-06-04,314.3,323.59,312.63,321.62,6585532
2012-06-05,323.13,327.77,322.71,326.17,6130844
2012-06-06,327.05,333.34,324.29,332.36,10731209
2012-06-07,334.76,339.79,332.53,334.85,12896530
2012-06-08,333.34,339.79,330.69,338.77,5869121
2012-06-11,340.16,341.88,333.39,335.31,4593928
2012-06-12,331.95,337.05,331.67,335.64,5520457
2012-06-13,335.31,336.1,330.74,332.55,4591934
2012-06-14,332.41,334.64,330.11,332.57,3451846
2012-06-15,333.57,338.82,333.57,337.4,4585794
2012-06-18,339.07,341.0,330.55,333.76,4630879
2012-06-19,332.88,343.27,332.88,342.37,3601568
2012-06-20,342.62,344.92,340.3,342.35,4759616
2012-06-21,340.77,340.77,329.81,333.66,10434160
2012-06-22,331.27,331.9,326.63,330.09,8828628
2012-06-25,331.58,335.64,330.55,332.5,5129405
2012-06-26,333.11,336.82,331.69,335.89,7422874
2012-06-27,337.24,338.73,333.34,335.43,3557266
2012-06-28,336.31,337.89,332.71,334.22,5493413
2012-06-29,336.64,343.97,336.64,342.56,7739826
2012-07-02,341.46,343.92,338.98,342.35,3152952
2012-07-03,343.53,344.78,339.51,341.86,4751104
2012-07-04,343.55,343.55,338.38,340.88,4313693
2012-07-05,341.21,344.67,339.86,342.95,3602261
2012-07-06,342.62,342.62,338.68,341.16,4273284
2012-07-09,338.45,340.67,337.1,339.75,3599143
2012-07-10,339.58,344.48,339.28,343.41,2757163
2012-07-11,340.51,341.97,335.2,336.89,5509003
2012-07-12,335.15,338.82,332.92,334.83,4645678
2012-07-13,334.27,337.29,331.95,333.57,5248719
2012-07-16,334.27,336.19,331.97,334.43,3372324
2012-07-17,336.5,337.96,333.01,333.97,5259656
2012-07-18,333.34,335.13,330.65,332.32,3947091
2012-07-19,334.36,338.86,333.34,337.89,5390884
2012-07-20,335.34,338.38,332.9,335.5,5725819
2012-07-23,331.95,336.96,331.16,333.8,4717004
2012-07-24,334.73,337.45,333.5,336.36,3708206
2012-07-25,334.45,336.38,330.62,333.92,4037302
2012-07-26,334.69,334.69,328.07,329.7,6468771
2012-07-27,333.8,337.43,332.48,334.73,6214746
2012-07-30,335.66,339.75,335.13,338.73,3213827
2012-07-31,339.65,346.39,334.73,345.22,6220930
2012-08-01,343.67,348.61,342.9,346.69,6660322
2012-08-02,344.53,347.08,342.04,343.34,3680261
2012-08-03,341.23,347.27,339.17,344.74,5050568
2012-08-06,347.29,366.49,347.29,364.93,17253037
2012-08-07,364.93,369.53,361.08,363.86,9077838
2012-08-08,364.47,370.94,363.31,367.14,8478178
2012-08-09,366.26,369.74,360.57,362.19,5884154
2012-08-10,361.03,366.3,359.41,363.1,4928009
2012-08-13,361.89,366.77,361.89,365.91,2853712
2012-08-14,365.79,372.34,365.37,371.2,7618768
2012-08-16,372.36,381.55,370.99,378.91,9983216
2012-08-17,379.72,382.97,375.89,378.88,6613375
2012-08-21,378.84,382.5,377.12,378.02,5102980
2012-08-22,375.68,378.61,374.06,375.03,4037403
2012-08-23,376.31,376.7,365.81,368.86,7689064
2012-08-24,367.58,368.86,361.52,363.1,6976771
2012-08-27,364.91,369.64,363.75,365.54,4224728
2012-08-28,365.3,368.58,361.45,366.86,4049270
2012-08-29,367.23,370.25,362.26,363.12,4080719
2012-08-30,362.01,367.63,356.83,363.7,12573890
2012-08-31,362.12,364.17,354.09,355.81,6821782
2012-09-03,356.55,357.46,352.86,354.25,4518147
2012-09-04,354.67,362.66,353.86,361.94,4040417
2012-09-05,359.92,362.1,354.79,358.02,6082377
2012-09-06,355.76,359.62,354.7,356.65,2447189
2012-09-07,361.52,369.78,361.43,367.58,6378806
2012-09-10,371.41,372.96,366.37,367.72,4050167
2012-09-11,366.53,369.48,363.61,367.23,6303586
2012-09-12,368.39,371.27,366.51,370.53,3587189
2012-09-13,370.53,375.36,368.76,371.01,5389343
2012-09-14,377.44,392.63,375.84,390.79,16758304
2012-09-17,393.74,409.29,393.74,405.65,19581744
2012-09-18,404.0,405.72,395.23,397.22,7982160
2012-09-20,390.3,393.83,384.52,386.5,7065616
2012-09-21,386.73,396.8,386.27,394.76,16584274
2012-09-24,394.62,398.24,386.61,388.29,6878656
2012-09-25,389.05,392.21,385.45,389.86,6386343
2012-09-26,389.05,394.48,387.12,392.18,7687608
2012-09-27,392.39,393.69,382.67,385.27,14038996
2012-09-28,388.59,393.65,387.36,388.68,6515276
2012-10-01,389.98,391.05,384.99,386.96,4020692
2012-10-03,387.4,396.22,387.31,392.81,10108193
